Review_ID,Rating,Year_Month,Reviewer_Location,Branch
502183693,4,2017-7,Australia,Disneyland_HongKong
502109164,4,2017-5,Spain,Disneyland_HongKong
501823447,5,2016-12,Netherlands,Disneyland_HongKong
501815142,4,2017-6,Australia,Disneyland_HongKong
501809741,4,2016-8,South Africa,Disneyland_HongKong
501803737,4,2017-7,Hong Kong,Disneyland_HongKong
501791992,5,2016-8,Singapore,Disneyland_HongKong
501787405,5,2017-7,Australia,Disneyland_HongKong
501606522,4,2017-6,United States,Disneyland_HongKong
501481013,4,2017-7,Singapore,Disneyland_HongKong
501469893,5,2017-2,Australia,Disneyland_HongKong
501461787,4,2017-7,Thailand,Disneyland_HongKong
501461433,5,2017-7,Philippines,Disneyland_HongKong
501289187,5,2017-6,United Arab Emirates,Disneyland_HongKong
501277185,3,2017-7,Hong Kong,Disneyland_HongKong
501214899,3,2017-7,Indonesia,Disneyland_HongKong
501159833,5,2017-6,India,Disneyland_HongKong
501109357,5,2017-2,China,Disneyland_HongKong
501093208,5,2017-6,India,Disneyland_HongKong
501088391,5,2017-6,United Arab Emirates,Disneyland_HongKong
501067420,5,2016-8,Indonesia,Disneyland_HongKong
501048023,4,2017-7,Australia,Disneyland_HongKong
500960346,5,2017-6,United States,Disneyland_HongKong
500866437,4,2017-6,United States,Disneyland_HongKong
500773024,5,2017-7,United Kingdom,Disneyland_HongKong
500746316,1,2017-7,United Kingdom,Disneyland_HongKong
500712083,5,2017-7,United Kingdom,Disneyland_HongKong
500635513,5,2017-7,Hong Kong,Disneyland_HongKong
500634946,5,2017-6,Australia,Disneyland_HongKong
500568123,5,2017-5,India,Disneyland_HongKong
500562511,5,2017-7,Australia,Disneyland_HongKong
500558417,1,2016-9,United States,Disneyland_HongKong
500553428,5,2017-7,Indonesia,Disneyland_HongKong
500548624,5,2017-7,United Arab Emirates,Disneyland_HongKong
500524617,5,2017-3,Canada,Disneyland_HongKong
500472562,5,2017-6,United States,Disneyland_HongKong
500349902,4,2017-4,United States,Disneyland_HongKong
500295060,4,2017-7,Singapore,Disneyland_HongKong
500243324,5,2017-7,Indonesia,Disneyland_HongKong
500117631,4,2017-5,Indonesia,Disneyland_HongKong
500088490,5,2017-2,Indonesia,Disneyland_HongKong
500056784,5,2016-11,Philippines,Disneyland_HongKong
499927245,5,2016-8,India,Disneyland_HongKong
499901740,5,2017-7,United States,Disneyland_HongKong
499866483,4,2017-7,Hong Kong,Disneyland_HongKong
499832832,5,2017-4,United Kingdom,Disneyland_HongKong
499807176,4,2017-7,India,Disneyland_HongKong
499787754,5,2017-6,Australia,Disneyland_HongKong
499673253,5,2017-5,Australia,Disneyland_HongKong
499608091,4,2017-6,Indonesia,Disneyland_HongKong
499521453,5,2017-6,United States,Disneyland_HongKong
499326476,5,2017-5,India,Disneyland_HongKong
499321372,4,2017-6,Malaysia,Disneyland_HongKong
499106858,4,2017-7,Indonesia,Disneyland_HongKong
499017677,5,2017-6,India,Disneyland_HongKong
499009304,4,2017-6,Singapore,Disneyland_HongKong
498987560,5,2017-6,Philippines,Disneyland_HongKong
498980223,4,2016-12,Canada,Disneyland_HongKong
498796170,5,2017-6,India,Disneyland_HongKong
498730139,5,2017-7,Australia,Disneyland_HongKong
498696443,4,2017-6,Australia,Disneyland_HongKong
498693311,5,2017-3,New Zealand,Disneyland_HongKong
498667991,5,2016-8,United Kingdom,Disneyland_HongKong
498561472,4,2017-3,India,Disneyland_HongKong
498552809,5,2017-5,Russia,Disneyland_HongKong
498404153,2,2017-7,Australia,Disneyland_HongKong
498156393,4,2017-6,Philippines,Disneyland_HongKong
498087294,5,2017-7,India,Disneyland_HongKong
497754650,3,2017-6,United Kingdom,Disneyland_HongKong
497635089,4,2017-6,India,Disneyland_HongKong
497594854,5,2017-6,India,Disneyland_HongKong
497553946,4,2017-6,United States,Disneyland_HongKong
497448268,3,2017-6,Australia,Disneyland_HongKong
497410739,5,2017-6,United States,Disneyland_HongKong
497381667,5,2017-5,Hong Kong,Disneyland_HongKong
497369077,3,2017-6,Hong Kong,Disneyland_HongKong
497362611,4,2017-6,Australia,Disneyland_HongKong
497345177,5,2017-6,Netherlands,Disneyland_HongKong
497341944,4,2017-6,United States,Disneyland_HongKong
497315135,5,2017-6,India,Disneyland_HongKong
497298258,5,2017-6,Australia,Disneyland_HongKong
497229854,5,2017-6,India,Disneyland_HongKong
497042786,3,2017-6,Indonesia,Disneyland_HongKong
497022076,5,2017-6,India,Disneyland_HongKong
496858058,5,2016-8,India,Disneyland_HongKong
496814499,5,2016-10,Philippines,Disneyland_HongKong
496798307,1,2017-6,United States,Disneyland_HongKong
496744251,5,2017-6,Singapore,Disneyland_HongKong
496699908,4,2017-5,Malaysia,Disneyland_HongKong
496443648,3,2017-6,Singapore,Disneyland_HongKong
496407701,4,2017-4,Thailand,Disneyland_HongKong
496395989,2,2017-5,Spain,Disneyland_HongKong
496365158,5,2017-6,Singapore,Disneyland_HongKong
496339086,4,2017-6,Thailand,Disneyland_HongKong
496166865,3,2017-6,Philippines,Disneyland_HongKong
496106653,2,2017-6,United States,Disneyland_HongKong
496063747,5,2017-1,United Arab Emirates,Disneyland_HongKong
496058962,5,2017-6,United Arab Emirates,Disneyland_HongKong
495996992,5,2017-6,Philippines,Disneyland_HongKong
495837182,3,2017-6,Hong Kong,Disneyland_HongKong
495815440,5,2017-6,Singapore,Disneyland_HongKong
495797809,3,2017-2,Mexico,Disneyland_HongKong
495775497,5,2017-6,Australia,Disneyland_HongKong
495605092,5,2017-6,Philippines,Disneyland_HongKong
495558916,4,2017-6,United States,Disneyland_HongKong
495498946,5,2017-6,Hong Kong,Disneyland_HongKong
495304427,5,2017-6,Australia,Disneyland_HongKong
495277162,5,2017-6,United Kingdom,Disneyland_HongKong
495264318,3,2017-6,Canada,Disneyland_HongKong
495241311,5,2017-6,Australia,Disneyland_HongKong
495101345,5,2017-5,India,Disneyland_HongKong
495073860,5,2017-6,United States,Disneyland_HongKong
495064412,5,2017-6,India,Disneyland_HongKong
495040430,5,2016-10,Myanmar (Burma),Disneyland_HongKong
495014269,5,2017-5,India,Disneyland_HongKong
495009669,3,2017-6,France,Disneyland_HongKong
495001038,3,2017-6,Singapore,Disneyland_HongKong
494997405,5,2017-6,Australia,Disneyland_HongKong
494996495,4,2016-9,Saudi Arabia,Disneyland_HongKong
494967382,5,2016-7,Australia,Disneyland_HongKong
494781261,4,2017-6,Hong Kong,Disneyland_HongKong
494761123,5,2017-6,South Korea,Disneyland_HongKong
494724455,4,2017-6,Singapore,Disneyland_HongKong
494712075,5,2017-6,India,Disneyland_HongKong
494465266,5,2017-5,South Africa,Disneyland_HongKong
494409689,5,2017-6,United States,Disneyland_HongKong
494279895,4,2017-6,Indonesia,Disneyland_HongKong
494262288,4,2017-6,Singapore,Disneyland_HongKong
494235525,3,2017-6,Australia,Disneyland_HongKong
494140952,5,2017-6,India,Disneyland_HongKong
493908534,4,2017-6,United States,Disneyland_HongKong
493892532,5,2017-5,India,Disneyland_HongKong
493878486,5,2017-2,China,Disneyland_HongKong
493763234,4,2017-5,India,Disneyland_HongKong
493718326,5,2016-12,Philippines,Disneyland_HongKong
493499894,4,2017-6,South Korea,Disneyland_HongKong
493448221,3,2017-5,United Kingdom,Disneyland_HongKong
493284550,5,2016-7,Philippines,Disneyland_HongKong
493175519,5,2017-6,Philippines,Disneyland_HongKong
493149219,5,2017-6,Australia,Disneyland_HongKong
493147146,2,2016-11,Italy,Disneyland_HongKong
493022818,5,2017-6,India,Disneyland_HongKong
492895842,4,2017-5,Philippines,Disneyland_HongKong
492884905,5,2017-6,Australia,Disneyland_HongKong
492687726,5,2017-1,Thailand,Disneyland_HongKong
492677869,5,2017-6,Philippines,Disneyland_HongKong
492608247,5,2017-5,Australia,Disneyland_HongKong
492600104,5,2017-6,Singapore,Disneyland_HongKong
492341207,5,2017-6,United Arab Emirates,Disneyland_HongKong
492334787,5,2017-6,Philippines,Disneyland_HongKong
492205229,4,2017-5,Singapore,Disneyland_HongKong
492171924,4,2017-6,Guam,Disneyland_HongKong
492170334,5,2017-6,United States,Disneyland_HongKong
492164834,1,2017-6,Taiwan,Disneyland_HongKong
492084456,2,2017-5,India,Disneyland_HongKong
491964926,5,2017-5,Vietnam,Disneyland_HongKong
491962350,5,2017-6,India,Disneyland_HongKong
491825181,4,2017-4,United States,Disneyland_HongKong
491650140,5,2017-6,India,Disneyland_HongKong
491386681,3,2017-5,Indonesia,Disneyland_HongKong
491369625,5,2017-5,Australia,Disneyland_HongKong
491260639,4,2017-6,Singapore,Disneyland_HongKong
491176483,4,2017-5,India,Disneyland_HongKong
491148030,5,2017-4,Australia,Disneyland_HongKong
491144000,5,2016-12,China,Disneyland_HongKong
491110011,5,2017-6,India,Disneyland_HongKong
490835654,5,2017-5,Malaysia,Disneyland_HongKong
490614152,5,2017-5,India,Disneyland_HongKong
490570570,5,2017-6,Malaysia,Disneyland_HongKong
490546885,5,2017-6,United States,Disneyland_HongKong
490487069,5,2017-4,Australia,Disneyland_HongKong
490273735,5,2017-5,Indonesia,Disneyland_HongKong
490208416,5,2016-12,Australia,Disneyland_HongKong
490062486,5,2017-6,United Kingdom,Disneyland_HongKong
490052857,5,2016-7,India,Disneyland_HongKong
490002960,5,2017-6,Singapore,Disneyland_HongKong
489982430,5,2017-5,Philippines,Disneyland_HongKong
489947340,4,2017-1,Finland,Disneyland_HongKong
489801332,2,2017-5,India,Disneyland_HongKong
489785705,5,2016-7,India,Disneyland_HongKong
489769419,4,2016-10,Hong Kong,Disneyland_HongKong
489336512,4,2017-5,United Arab Emirates,Disneyland_HongKong
489310478,5,2017-5,Hong Kong,Disneyland_HongKong
489223981,4,2017-5,Malaysia,Disneyland_HongKong
489116637,4,2017-5,Thailand,Disneyland_HongKong
489028753,3,2017-5,Switzerland,Disneyland_HongKong
488924421,5,2017-5,Australia,Disneyland_HongKong
488915285,5,2017-5,United States,Disneyland_HongKong
488747639,4,2017-5,Singapore,Disneyland_HongKong
488664850,5,2017-5,United Kingdom,Disneyland_HongKong
488660676,4,2017-5,Canada,Disneyland_HongKong
488627373,4,2017-5,India,Disneyland_HongKong
488612724,4,2017-5,United Kingdom,Disneyland_HongKong
488606906,5,2017-5,India,Disneyland_HongKong
488587824,5,2017-5,Australia,Disneyland_HongKong
488561459,5,2017-5,United States,Disneyland_HongKong
488385242,5,2017-4,India,Disneyland_HongKong
488371106,5,2017-3,United States,Disneyland_HongKong
488347300,4,2017-5,Australia,Disneyland_HongKong
488324867,4,2016-8,Philippines,Disneyland_HongKong
488311705,1,2017-5,Hong Kong,Disneyland_HongKong
488300554,4,2017-5,Philippines,Disneyland_HongKong
488085913,5,2017-5,United States,Disneyland_HongKong
487954148,5,2017-5,United States,Disneyland_HongKong
487901230,5,2016-12,Philippines,Disneyland_HongKong
487867697,5,2017-5,United States,Disneyland_HongKong
487803683,5,2017-5,Philippines,Disneyland_HongKong
487633813,5,2017-5,India,Disneyland_HongKong
487603383,4,2017-5,Philippines,Disneyland_HongKong
487572334,5,2017-5,India,Disneyland_HongKong
487545709,3,2017-5,India,Disneyland_HongKong
487534958,4,2017-2,Hong Kong,Disneyland_HongKong
487229031,4,2017-3,Australia,Disneyland_HongKong
487178607,5,2017-2,Argentina,Disneyland_HongKong
486962412,5,2017-5,Singapore,Disneyland_HongKong
486826496,5,2017-5,Australia,Disneyland_HongKong
486816997,5,2016-12,Thailand,Disneyland_HongKong
486775484,5,2016-12,Australia,Disneyland_HongKong
486769189,5,2017-5,Malaysia,Disneyland_HongKong
486731316,5,2017-5,Singapore,Disneyland_HongKong
486713007,4,2017-5,Indonesia,Disneyland_HongKong
486709625,4,2017-4,Philippines,Disneyland_HongKong
486699341,5,2017-5,Canada,Disneyland_HongKong
486699175,5,2017-5,Thailand,Disneyland_HongKong
486696324,5,2017-5,Hong Kong,Disneyland_HongKong
486678700,4,2016-11,Singapore,Disneyland_HongKong
486320599,5,2017-3,Philippines,Disneyland_HongKong
486229811,4,2017-4,United States,Disneyland_HongKong
486179446,4,2017-5,United Kingdom,Disneyland_HongKong
486143205,3,2017-5,Finland,Disneyland_HongKong
486034795,1,2017-5,Hong Kong,Disneyland_HongKong
486009819,5,2017-5,United States,Disneyland_HongKong
486007616,3,2017-3,United States,Disneyland_HongKong
485890964,4,2017-3,Malaysia,Disneyland_HongKong
485888551,5,2017-5,Philippines,Disneyland_HongKong
485814929,5,2017-5,India,Disneyland_HongKong
485785374,4,2017-5,Philippines,Disneyland_HongKong
485623564,3,2016-10,Singapore,Disneyland_HongKong
485574414,5,2016-7,Australia,Disneyland_HongKong
485564003,4,2017-5,Australia,Disneyland_HongKong
485437369,5,2017-4,Canada,Disneyland_HongKong
485329486,5,2017-5,United Kingdom,Disneyland_HongKong
485316873,3,2017-5,Belgium,Disneyland_HongKong
485303797,5,2017-2,Indonesia,Disneyland_HongKong
485300532,5,2017-5,Philippines,Disneyland_HongKong
485298868,5,2017-4,Qatar,Disneyland_HongKong
485177745,5,2017-5,United Arab Emirates,Disneyland_HongKong
484940343,4,2017-5,United Kingdom,Disneyland_HongKong
484930411,4,2017-5,Philippines,Disneyland_HongKong
484921425,5,2017-5,Singapore,Disneyland_HongKong
484833527,4,2017-5,Canada,Disneyland_HongKong
484795708,5,2017-5,Hong Kong,Disneyland_HongKong
484221976,4,2017-1,Canada,Disneyland_HongKong
484212281,4,2017-5,Canada,Disneyland_HongKong
483900495,5,2017-4,United Arab Emirates,Disneyland_HongKong
483870929,5,2017-4,Australia,Disneyland_HongKong
483759289,4,2017-5,Philippines,Disneyland_HongKong
483682374,3,2016-9,Singapore,Disneyland_HongKong
483651802,5,2017-5,Philippines,Disneyland_HongKong
483606721,5,2017-5,Hong Kong,Disneyland_HongKong
483603734,2,2017-5,Australia,Disneyland_HongKong
483456940,4,2017-5,Hong Kong,Disneyland_HongKong
483420080,5,2017-4,United Kingdom,Disneyland_HongKong
483396050,5,2016-10,Hong Kong,Disneyland_HongKong
483340792,5,2017-4,United States,Disneyland_HongKong
483315613,4,2017-5,Singapore,Disneyland_HongKong
483259701,3,2016-12,Israel,Disneyland_HongKong
483079430,3,2016-11,Hong Kong,Disneyland_HongKong
483063850,4,2017-4,Australia,Disneyland_HongKong
482837215,5,2017-5,India,Disneyland_HongKong
482747757,5,2016-12,United Kingdom,Disneyland_HongKong
482698262,5,2017-4,United States,Disneyland_HongKong
482588348,5,2017-5,Thailand,Disneyland_HongKong
482495488,4,2017-5,United States,Disneyland_HongKong
482317447,4,2017-5,Canada,Disneyland_HongKong
482299810,5,2017-4,China,Disneyland_HongKong
482226674,5,2017-5,India,Disneyland_HongKong
482213281,4,2016-6,Hong Kong,Disneyland_HongKong
482205423,5,2017-5,New Zealand,Disneyland_HongKong
482129803,5,2017-4,United States,Disneyland_HongKong
482127757,4,2017-4,United States,Disneyland_HongKong
482020640,5,2017-4,Australia,Disneyland_HongKong
482015661,5,2017-5,Indonesia,Disneyland_HongKong
481978969,4,2017-4,Philippines,Disneyland_HongKong
481859282,5,2017-5,Australia,Disneyland_HongKong
481775381,5,2017-4,Philippines,Disneyland_HongKong
481749681,4,2017-5,Australia,Disneyland_HongKong
481727960,5,2017-5,Thailand,Disneyland_HongKong
481649759,5,2017-4,Thailand,Disneyland_HongKong
481580721,4,2017-5,United Kingdom,Disneyland_HongKong
481537192,5,2017-4,United Kingdom,Disneyland_HongKong
481507910,4,2017-4,Singapore,Disneyland_HongKong
481507082,4,2017-4,Philippines,Disneyland_HongKong
481452583,5,2017-5,Philippines,Disneyland_HongKong
481283383,4,2017-4,United States,Disneyland_HongKong
481189227,5,2017-5,United States,Disneyland_HongKong
481127923,2,2017-4,Australia,Disneyland_HongKong
481116136,5,2017-4,United Kingdom,Disneyland_HongKong
481108330,5,2017-5,South Africa,Disneyland_HongKong
481103955,3,2017-5,Australia,Disneyland_HongKong
481075645,4,2017-5,Australia,Disneyland_HongKong
480981528,4,2017-4,United Kingdom,Disneyland_HongKong
480930944,3,2017-4,United Kingdom,Disneyland_HongKong
480860137,5,2017-4,Brazil,Disneyland_HongKong
480859008,4,2017-4,United Kingdom,Disneyland_HongKong
480763605,5,2016-11,United States,Disneyland_HongKong
480722084,1,2017-5,Australia,Disneyland_HongKong
480596236,4,2017-4,United States,Disneyland_HongKong
480543325,3,2017-4,United Kingdom,Disneyland_HongKong
480455858,5,2017-1,Indonesia,Disneyland_HongKong
480347937,5,2017-4,Australia,Disneyland_HongKong
480079942,4,2017-4,Australia,Disneyland_HongKong
480054626,4,2017-4,Switzerland,Disneyland_HongKong
480049905,5,2017-4,Australia,Disneyland_HongKong
479993709,5,2017-4,Indonesia,Disneyland_HongKong
479980277,4,2017-4,Singapore,Disneyland_HongKong
479913039,3,2017-4,United Kingdom,Disneyland_HongKong
479890978,5,2017-3,India,Disneyland_HongKong
479858486,4,2017-4,Australia,Disneyland_HongKong
479763629,5,2017-4,Canada,Disneyland_HongKong
479752320,4,2017-4,Indonesia,Disneyland_HongKong
479640497,4,2017-4,Australia,Disneyland_HongKong
479576898,4,2017-4,United Kingdom,Disneyland_HongKong
479463316,4,2017-4,Australia,Disneyland_HongKong
479361597,5,2017-4,Australia,Disneyland_HongKong
479350925,3,2017-4,India,Disneyland_HongKong
479334863,5,2017-3,United Kingdom,Disneyland_HongKong
479321414,3,2017-4,Denmark,Disneyland_HongKong
479093671,4,2017-3,United Arab Emirates,Disneyland_HongKong
479034369,5,2016-11,New Zealand,Disneyland_HongKong
478881254,4,2017-4,Australia,Disneyland_HongKong
478803736,5,2017-4,Australia,Disneyland_HongKong
478802867,5,2017-4,United Kingdom,Disneyland_HongKong
478791417,5,2017-3,Malaysia,Disneyland_HongKong
478765007,5,2017-3,Australia,Disneyland_HongKong
478743271,5,2017-4,Brunei,Disneyland_HongKong
478736328,4,2017-4,Hong Kong,Disneyland_HongKong
478711174,3,2017-4,Hong Kong,Disneyland_HongKong
478662092,5,2017-3,United Kingdom,Disneyland_HongKong
478558937,4,2017-4,Australia,Disneyland_HongKong
478472302,5,2017-2,Qatar,Disneyland_HongKong
478383940,4,2017-4,Myanmar (Burma),Disneyland_HongKong
478364808,4,2017-4,Australia,Disneyland_HongKong
478203779,5,2017-4,United States,Disneyland_HongKong
478198102,4,2017-4,Australia,Disneyland_HongKong
478148485,4,2017-4,United Kingdom,Disneyland_HongKong
478114424,5,2017-4,Australia,Disneyland_HongKong
477982873,5,2016-5,Singapore,Disneyland_HongKong
477923739,4,2017-4,United States,Disneyland_HongKong
477890947,4,2017-4,Philippines,Disneyland_HongKong
477884376,4,2017-4,China,Disneyland_HongKong
477863371,5,2016-12,Indonesia,Disneyland_HongKong
477674015,3,2016-6,United States,Disneyland_HongKong
477673218,5,2017-4,United Arab Emirates,Disneyland_HongKong
477651300,5,2017-3,Australia,Disneyland_HongKong
477606287,5,2017-4,Philippines,Disneyland_HongKong
477593026,5,2016-11,Philippines,Disneyland_HongKong
477440340,5,2017-4,India,Disneyland_HongKong
477434043,4,2017-4,Canada,Disneyland_HongKong
477422432,5,2017-3,Hong Kong,Disneyland_HongKong
477395365,4,2016-7,Singapore,Disneyland_HongKong
477359395,5,2017-1,Australia,Disneyland_HongKong
477340830,5,2017-4,New Zealand,Disneyland_HongKong
477327630,5,2016-10,Philippines,Disneyland_HongKong
477294369,5,2016-12,Philippines,Disneyland_HongKong
477291490,4,2017-4,Thailand,Disneyland_HongKong
477244562,5,2017-4,United States,Disneyland_HongKong
477170770,3,2017-4,United States,Disneyland_HongKong
477043396,5,2016-11,Philippines,Disneyland_HongKong
476988540,5,2017-4,Australia,Disneyland_HongKong
476988322,5,2017-4,Australia,Disneyland_HongKong
476978475,5,2017-4,Australia,Disneyland_HongKong
476869488,5,2017-4,United Kingdom,Disneyland_HongKong
476831508,4,2017-4,United Kingdom,Disneyland_HongKong
476680394,4,2017-4,Australia,Disneyland_HongKong
476642692,5,2017-4,Indonesia,Disneyland_HongKong
476465748,5,2017-4,Sweden,Disneyland_HongKong
476415194,5,2016-8,Hong Kong,Disneyland_HongKong
476368136,5,2017-4,United States,Disneyland_HongKong
476308636,5,2017-4,Singapore,Disneyland_HongKong
476267791,4,2017-4,Australia,Disneyland_HongKong
476252258,4,2017-4,Japan,Disneyland_HongKong
476233055,5,2017-4,United Kingdom,Disneyland_HongKong
476090035,5,2017-4,New Zealand,Disneyland_HongKong
476070734,5,2017-4,Australia,Disneyland_HongKong
476045167,5,2017-4,United Kingdom,Disneyland_HongKong
476039262,4,2017-3,United Kingdom,Disneyland_HongKong
476027265,5,2017-4,Australia,Disneyland_HongKong
476002881,4,2017-4,Singapore,Disneyland_HongKong
475986143,5,2017-4,India,Disneyland_HongKong
475928189,5,2016-5,Philippines,Disneyland_HongKong
475814732,5,2017-4,United States,Disneyland_HongKong
475805020,5,2017-4,Peru,Disneyland_HongKong
475774149,4,2016-11,Australia,Disneyland_HongKong
475767877,3,2016-5,Indonesia,Disneyland_HongKong
475765839,4,2017-4,India,Disneyland_HongKong
475700796,5,2017-4,Thailand,Disneyland_HongKong
475699027,5,2017-4,Thailand,Disneyland_HongKong
475689767,3,2017-4,Malaysia,Disneyland_HongKong
475687272,5,2017-4,Australia,Disneyland_HongKong
475632969,1,2017-3,Canada,Disneyland_HongKong
475618341,2,2017-4,United Kingdom,Disneyland_HongKong
475496135,5,2017-3,India,Disneyland_HongKong
475477344,4,2016-11,Philippines,Disneyland_HongKong
475432328,5,2017-4,India,Disneyland_HongKong
475408081,3,2017-4,United Kingdom,Disneyland_HongKong
475404272,4,2017-4,Australia,Disneyland_HongKong
475261838,4,2017-4,United Kingdom,Disneyland_HongKong
475210411,5,2016-5,Philippines,Disneyland_HongKong
475192501,3,2016-12,Australia,Disneyland_HongKong
475167760,4,2017-3,Australia,Disneyland_HongKong
475166102,5,2017-4,Singapore,Disneyland_HongKong
475165667,3,2017-2,Macau,Disneyland_HongKong
475158859,5,2017-3,Philippines,Disneyland_HongKong
475157652,5,2017-4,United States,Disneyland_HongKong
475118861,4,2017-4,Australia,Disneyland_HongKong
474996861,5,2017-3,India,Disneyland_HongKong
474933763,5,2017-4,Germany,Disneyland_HongKong
474840100,5,2016-5,Qatar,Disneyland_HongKong
474681796,5,2017-4,Singapore,Disneyland_HongKong
474629145,4,2017-4,Australia,Disneyland_HongKong
474564874,4,2017-3,Thailand,Disneyland_HongKong
474497211,5,2017-4,China,Disneyland_HongKong
474480221,3,2017-4,United Kingdom,Disneyland_HongKong
474474815,4,2017-4,Malaysia,Disneyland_HongKong
474451880,4,2017-2,Philippines,Disneyland_HongKong
474439282,4,2017-4,Australia,Disneyland_HongKong
474414609,5,2017-4,Australia,Disneyland_HongKong
474373145,5,2017-4,Russia,Disneyland_HongKong
474109613,2,2016-9,Malaysia,Disneyland_HongKong
474053404,5,2017-4,Australia,Disneyland_HongKong
474014487,4,2016-12,Hong Kong,Disneyland_HongKong
473964256,4,2016-7,United Kingdom,Disneyland_HongKong
473814605,5,2017-4,Hong Kong,Disneyland_HongKong
473789887,5,2016-12,Malaysia,Disneyland_HongKong
473727009,5,2016-12,Thailand,Disneyland_HongKong
473716061,5,2017-4,China,Disneyland_HongKong
473689998,4,2017-3,New Zealand,Disneyland_HongKong
473546594,5,2017-4,United Kingdom,Disneyland_HongKong
473523872,4,2017-4,United Kingdom,Disneyland_HongKong
473507548,5,2016-10,Philippines,Disneyland_HongKong
473391251,4,2017-4,India,Disneyland_HongKong
473334020,3,2017-4,Australia,Disneyland_HongKong
473324579,5,2016-11,India,Disneyland_HongKong
473300756,3,2017-4,Australia,Disneyland_HongKong
473293014,4,2017-4,United Kingdom,Disneyland_HongKong
473291364,4,2016-5,Hong Kong,Disneyland_HongKong
473281927,5,2017-4,India,Disneyland_HongKong
473054123,1,2017-4,United Arab Emirates,Disneyland_HongKong
473048378,5,2016-11,Singapore,Disneyland_HongKong
473032703,3,2017-3,Singapore,Disneyland_HongKong
472884999,2,2016-11,Australia,Disneyland_HongKong
472843316,5,2016-5,Philippines,Disneyland_HongKong
472824360,5,2016-11,India,Disneyland_HongKong
472785343,4,2017-4,United Kingdom,Disneyland_HongKong
472773299,5,2017-3,United States,Disneyland_HongKong
472591778,4,2017-3,India,Disneyland_HongKong
472585069,4,2017-3,India,Disneyland_HongKong
472549228,5,2017-3,Indonesia,Disneyland_HongKong
472541392,5,2017-4,Lithuania,Disneyland_HongKong
472520863,5,2017-3,Singapore,Disneyland_HongKong
472487429,5,2017-3,Hong Kong,Disneyland_HongKong
472306047,4,2017-3,Australia,Disneyland_HongKong
472186106,3,2017-4,Japan,Disneyland_HongKong
472140155,5,2017-3,Philippines,Disneyland_HongKong
472057505,4,2017-4,Philippines,Disneyland_HongKong
472006566,4,2017-2,Australia,Disneyland_HongKong
472006559,3,2017-3,United Arab Emirates,Disneyland_HongKong
471803402,5,2017-3,United Arab Emirates,Disneyland_HongKong
471792864,5,2017-3,Indonesia,Disneyland_HongKong
471756779,2,2017-3,China,Disneyland_HongKong
471696605,4,2017-2,India,Disneyland_HongKong
471619499,5,2017-3,United Arab Emirates,Disneyland_HongKong
471576909,5,2016-10,Malaysia,Disneyland_HongKong
471560929,4,2017-3,Australia,Disneyland_HongKong
471528062,5,2017-3,Malaysia,Disneyland_HongKong
471516994,5,2017-3,United Kingdom,Disneyland_HongKong
471506443,5,2016-5,United States,Disneyland_HongKong
471461246,5,2017-3,United Kingdom,Disneyland_HongKong
471444307,4,2016-4,Thailand,Disneyland_HongKong
471399792,5,2016-4,Singapore,Disneyland_HongKong
471364152,4,2017-3,Philippines,Disneyland_HongKong
471362047,5,2017-3,United States,Disneyland_HongKong
471360019,4,2017-3,United States,Disneyland_HongKong
471347760,5,2017-3,Singapore,Disneyland_HongKong
471324069,4,2017-3,Malaysia,Disneyland_HongKong
471277347,3,2016-4,Hong Kong,Disneyland_HongKong
471270571,3,2017-3,Hong Kong,Disneyland_HongKong
471232082,5,2017-2,Australia,Disneyland_HongKong
471212989,4,2017-3,Australia,Disneyland_HongKong
471112780,5,2017-3,United Kingdom,Disneyland_HongKong
470996551,4,2017-3,Singapore,Disneyland_HongKong
470987950,4,2017-3,Singapore,Disneyland_HongKong
470959406,5,2017-3,Philippines,Disneyland_HongKong
470949614,4,2017-3,United Kingdom,Disneyland_HongKong
470835320,5,2017-3,Malaysia,Disneyland_HongKong
470789606,4,2017-3,United Kingdom,Disneyland_HongKong
470750788,1,2017-1,Germany,Disneyland_HongKong
470748591,5,2017-3,France,Disneyland_HongKong
470732684,5,2017-3,Malaysia,Disneyland_HongKong
470729949,5,2017-3,Australia,Disneyland_HongKong
470518886,5,2017-3,Singapore,Disneyland_HongKong
470484081,3,2017-3,India,Disneyland_HongKong
470441679,4,2016-4,Singapore,Disneyland_HongKong
470271122,5,2017-3,United Kingdom,Disneyland_HongKong
470245442,5,2017-3,Australia,Disneyland_HongKong
470207074,4,2017-3,Canada,Disneyland_HongKong
470098806,4,2016-10,India,Disneyland_HongKong
470097162,5,2017-3,United States,Disneyland_HongKong
470032618,4,2017-3,Australia,Disneyland_HongKong
470011689,3,2017-3,United Kingdom,Disneyland_HongKong
470010389,5,2016-4,Australia,Disneyland_HongKong
469972293,5,2017-3,Australia,Disneyland_HongKong
469956028,4,2017-3,Australia,Disneyland_HongKong
469796327,5,2017-3,Malaysia,Disneyland_HongKong
469784968,5,2016-10,Malaysia,Disneyland_HongKong
469752842,4,2016-7,Philippines,Disneyland_HongKong
469612950,3,2017-3,United States,Disneyland_HongKong
469548383,4,2017-3,Iran,Disneyland_HongKong
469438747,4,2017-3,United Kingdom,Disneyland_HongKong
469420760,5,2017-3,New Zealand,Disneyland_HongKong
469389728,4,2017-2,United Kingdom,Disneyland_HongKong
